"artificial_bed_id","code","code2","bed_thickness","gravel_fraction","heterolithic_fraction","gs_category","combined_trend","lam_category","log_ID","element_ID","subset_ID","case_study_ID","system_ID","element_interpret","element_general_type","element_length","element_length_type","element_width","element_width_type","element_thickness","element_thickness_type","data_type","facies_suit_proportions_type","cs_name","cs_age_from","cs_age_to","sys_name","sys_age_from","sys_age_to","palaeo_lat_range","palaeo_latitude","palaeo_lat_hemisphere","sand_fraction","sys_gs_category","age","epoch","period","era","start_ma","end_ma","climate","vegetation","supercontinent_setting","climate_phases","age_order","period_order","era_order","period_color"
53,"S-N-m","N-m",0.5,0,0,"S","N","m",18,42,1,1,1,"gully","channel",NA,"true (maximum)",350,"true (not maximum)",50,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
55,"S-N-m","N-m",0.37,0,0,"S","N","m",21,68,1,1,1,"lobe element","terminal deposit",8000,"true (maximum)",3550,"true (maximum)",19,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
56,"S-N-m","N-m",0.79,0,0,"S","N","m",21,68,1,1,1,"lobe element","terminal deposit",8000,"true (maximum)",3550,"true (maximum)",19,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
57,"S-N-m","N-m",0.34,0,0,"S","N","m",21,68,1,1,1,"lobe element","terminal deposit",8000,"true (maximum)",3550,"true (maximum)",19,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
58,"S-N-m","N-m",0.27,0,0,"S","N","m",21,68,1,1,1,"lobe element","terminal deposit",8000,"true (maximum)",3550,"true (maximum)",19,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
59,"S-F-x","F-x",0.16,0,0,"S","F","x",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
60,"S-N-m","N-m",0.04,0,0,"S","N","m",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
61,"S-N-x","N-x",0.13,0,0,"S","N","x",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
62,"S-F-l","F-l",0.07,0,0,"S","F","l",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
63,"S-N-l","N-l",0.025,0,0,"S","N","l",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
64,"S-N-l","N-l",0.02,0,0,"S","N","l",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
65,"S-N-l","N-l",0.03,0,0,"S","N","l",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
66,"S-N-l","N-l",0.05,0,0,"S","N","l",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
67,"S-N-l","N-l",0.035,0,0,"S","N","l",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
68,"S-N-l","N-l",0.035,0,0,"S","N","l",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
69,"S-N-m","N-m",0.085,0,0,"S","N","m",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
70,"S-N-m","N-m",0.14,0,0,"S","N","m",22,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
71,"S-N-m","N-m",1.82,0,0,"S","N","m",24,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
72,"S-N-m","N-m",0.63,0,0,"S","N","m",24,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
73,"S-N-m","N-m",0.05,0,0,"S","N","m",24,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
74,"S-N-m","N-m",1.75,0,0,"S","N","m",24,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
75,"S-N-m","N-m",0.74,0,0,"S","N","m",24,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
76,"S-N-m","N-m",0.025,0,0,"S","N","m",26,3,36,1,1,"lobe complex","terminal deposit",20240,"true (maximum)",12650,"true (maximum)",60,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
77,"S-N-m","N-m",0.075,0,0,"S","N","m",26,3,36,1,1,"lobe complex","terminal deposit",20240,"true (maximum)",12650,"true (maximum)",60,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
78,"S-N-l","N-l",0.04,0,0,"S","N","l",26,3,36,1,1,"lobe complex","terminal deposit",20240,"true (maximum)",12650,"true (maximum)",60,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
79,"S-N-l","N-l",0.075,0,0,"S","N","l",26,3,36,1,1,"lobe complex","terminal deposit",20240,"true (maximum)",12650,"true (maximum)",60,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
80,"S-N-m","N-m",0.05,0,0,"S","N","m",26,2,36,1,1,"lobe complex","terminal deposit",7150,"true (maximum)",4800,"true (maximum)",20,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
82,"S-N-m","N-m",0.07,0,0,"S","N","m",32,76,66,1,1,"composite lobe","terminal deposit",14111,"true (maximum)",7663,"true (maximum)",27,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
83,"S-N-x","N-x",0.22,0,0,"S","N","x",32,76,66,1,1,"composite lobe","terminal deposit",14111,"true (maximum)",7663,"true (maximum)",27,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
84,"S-N-l","N-l",0.06,0,0,"S","N","l",32,76,66,1,1,"composite lobe","terminal deposit",14111,"true (maximum)",7663,"true (maximum)",27,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
85,"S-F-l","F-l",0.04,0,0,"S","F","l",32,76,66,1,1,"composite lobe","terminal deposit",14111,"true (maximum)",7663,"true (maximum)",27,"true (maximum)","high resolution 2D seismic,sonar imaging,bathymetry,core","type,grain size,general structures","Late Pleistocene deposits offshore East Corsica, Golo turbidite system",2,1,"Golo Turbidite System",2,1,"30-45",42.05,"N",1,"sandy system","(Holocene)","Holocene","Quaternary","Cenozoic",0.012,0,"icehouse","Landplants and grass","Dispersed continental setting","Late Cenozoic",109,22,6,"#F9F97F"
111,"S-N-m","N-m",0.3,0,0,"S","N","m",33,279,10,8,5,"amalgamated channel fill","channel",NA,NA,275,"partial observed",NA,NA,"outcrop","type,grain size,general structures,laminations","Isaac Unit 5, Castle Creek area, Isaac Formation",143,143,"Isaac Formation",143,143,NA,NA,NA,0.781029,"gravelly-sand system","(Neo-proterozoic)","-","-","Neo-proterozoic",1000,541,"uncertain","no vegetation","Rodinia and Pannotia","Cryogenian",9.5,10.5,3,"#F74370"
112,"sG-F-x","F-x",0.6,0.5,0,"sG","F","x",33,279,10,8,5,"amalgamated channel fill","channel",NA,NA,275,"partial observed",NA,NA,"outcrop","type,grain size,general structures,laminations","Isaac Unit 5, Castle Creek area, Isaac Formation",143,143,"Isaac Formation",143,143,NA,NA,NA,0.781029,"gravelly-sand system","(Neo-proterozoic)","-","-","Neo-proterozoic",1000,541,"uncertain","no vegetation","Rodinia and Pannotia","Cryogenian",9.5,10.5,3,"#F74370"
